,subarea_name,category_name,sub_category_name,room_count,bathroom_count,parking_count,size (sqrt),property_type,price (RM)
9249,Bayan Lepas,Apartment / Condominium,Apartment,3,2,0,950,Leasehold,270000
9250,Bayan Lepas,Apartment / Condominium,Condominium,2,2,1,1011,Freehold,540000
9251,Simpang Ampat,House,2-storey Terraced House,4,3,0,1180,Freehold,400000
9252,Tanjong Tokong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,300000
9253,Greenlane,House,2-storey Terraced House,4,3,0,2200,Freehold,1350000
9254,Gelugor,Apartment / Condominium,Condominium,2,2,2,1033,Freehold,819000
9255,Jelutong,Apartment / Condominium,Service Residence,2,2,1,630,Freehold,538000
9256,Ayer Itam,Apartment / Condominium,Apartment,2,2,0,550,Leasehold,190000
9257,Georgetown,Commercial Property,Shop lot,0,0,0,1510,Freehold,1500000
9258,Georgetown,Commercial Property,Shop lot,0,0,0,1510,Freehold,1500000
9259,Butterworth,Apartment / Condominium,Apartment,4,2,1,1440,Freehold,335000
9260,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,590000
9261,Gelugor,Apartment / Condominium,Apartment,3,2,1,700,Freehold,300000
9262,Paya Terubong,Apartment / Condominium,Condominium,3,2,2,1500,Freehold,630000
9263,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1540,Freehold,450000
9264,Perai,House,2-storey Terraced House,4,3,0,1400,Freehold,538000
9265,Bukit Mertajam,Apartment / Condominium,Others,3,2,1,1334,Freehold,380000
9266,Tanjong Tokong,Apartment / Condominium,Condominium,3,3,2,1450,Freehold,694000
9267,Relau,Apartment / Condominium,Apartment,3,2,1,650,Freehold,280000
9268,Simpang Ampat,House,1-storey Terraced House,3,2,0,1001,Freehold,235000
9269,Simpang Ampat,House,1-storey Terraced House,3,2,0,1001,Freehold,265000
9270,Simpang Ampat,House,Semi-Detached House,5,4,0,2798,Freehold,788000
9271,Bukit Mertajam,House,Bungalow House,6,4,0,4100,Freehold,1080000
9272,Pulau Tikus,House,2-storey Terraced House,3,2,0,2000,Freehold,1180000
9273,Ayer Itam,House,Semi-Detached House,4,2,0,2650,Freehold,1280000
9274,Bayan Baru,Apartment / Condominium,Condominium,3,2,1,1011,Freehold,465000
9275,Gelugor,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,480000
9276,Georgetown,Apartment / Condominium,Flat,2,1,0,513,Leasehold,160000
9277,Greenlane,House,Semi-Detached House,4,3,0,3702,Freehold,1980000
9278,Gelugor,Apartment / Condominium,Condominium,4,4,3,2702,Freehold,2700000
9279,Alma,House,1-storey Terraced House,3,1,0,1100,Freehold,288000
9280,Bukit Mertajam,House,2.5-storey Terraced House,5,4,0,3283,Freehold,520000
9281,Gelugor,Apartment / Condominium,Condominium,2,2,1,900,Freehold,380000
9282,Sungai Ara,Apartment / Condominium,Condominium,4,3,2,1598,Freehold,880000
9283,Bayan Lepas,Apartment / Condominium,Flat,2,1,0,500,Freehold,125000
9284,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1450,Freehold,724000
9285,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1182,Freehold,490000
9286,Tanjong Tokong,Apartment / Condominium,Apartment,3,2,1,600,Freehold,175000
9287,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,973,Freehold,699000
9288,Georgetown,Apartment / Condominium,Apartment,3,2,0,700,Freehold,390000
9289,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,750,Freehold,285000
9290,Tanjung Bungah,Apartment / Condominium,Condominium,3,2,1,1141,Freehold,490000
9291,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,890,Freehold,900000
9292,Bukit Jambul,Apartment / Condominium,Condominium,3,2,2,990,Leasehold,465000
9293,Butterworth,Apartment / Condominium,Apartment,3,2,2,780,Freehold,238000
9294,Bukit Mertajam,House,Semi-Detached House,3,2,0,2560,Leasehold,395000
9295,Bertam,House,2-storey Terraced House,4,3,0,1600,Freehold,400000
9296,Bukit Minyak,House,Semi-Detached House,4,4,0,3507,Freehold,1080000
9297,Relau,Apartment / Condominium,Flat,2,1,1,550,Freehold,140000
9298,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,950,Freehold,360000
9299,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,850,Leasehold,470000
9300,Jelutong,Apartment / Condominium,Condominium,3,2,1,800,Leasehold,320000
9301,Bayan Lepas,Apartment / Condominium,Condominium,3,3,2,1840,Leasehold,820000
9302,Alma,House,Semi-Detached House,5,3,0,3120,Freehold,818000
9303,Gelugor,Apartment / Condominium,Condominium,2,2,1,900,Freehold,388000
9304,Jawi,House,1-storey Terraced House,3,2,0,1216,Freehold,370000
9305,Nibong Tebal,House,2-storey Terraced House,4,3,0,1600,Freehold,400000
9306,Jelutong,Commercial Property,Shop lot,0,0,0,1800,Leasehold,1900000
9307,Greenlane,House,2-storey Terraced House,4,3,0,2200,Freehold,1350000
9308,Gelugor,Apartment / Condominium,Condominium,3,2,2,1100,Freehold,420000
9309,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1230,Freehold,520000
9310,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1680,Freehold,660000
9311,Bukit Jambul,House,2-storey Terraced House,4,3,0,2000,Leasehold,1000000
9312,Bayan Lepas,Apartment / Condominium,Condominium,3,3,2,1450,Freehold,685000
9313,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1161,Freehold,670000
9314,Paya Terubong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,380000
9315,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,800,Leasehold,290000
9316,Tanjung Bungah,Apartment / Condominium,Condominium,5,4,3,3235,Freehold,2875000
9317,Bukit Mertajam,House,3-storey Terraced House,5,5,0,2770,Freehold,760000
9318,Gelugor,Apartment / Condominium,Condominium,3,2,1,721,Freehold,280000
9319,Simpang Ampat,House,Townhouse,3,4,0,1884,Freehold,400000
9320,Tanjong Tokong,Apartment / Condominium,Condominium,4,3,2,1260,Leasehold,868000
9321,Ayer Itam,Apartment / Condominium,Condominium,3,2,2,838,Freehold,360000
9322,Jelutong,Commercial Property,Shop lot,0,0,0,2800,Leasehold,2400000
9323,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1130,Freehold,630000
9324,Batu Uban,House,2-storey Terraced House,4,3,0,1800,Freehold,1500000
9325,Bukit Mertajam,House,2-storey Terraced House,3,2,0,1103,Freehold,285000
9326,Juru,Apartment / Condominium,Apartment,3,2,1,786,Freehold,250000
9327,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1500,Freehold,700000
9328,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,1,1130,Freehold,490000
9329,Gelugor,Apartment / Condominium,Condominium,3,2,1,1200,Freehold,500000
9330,Butterworth,House,3-storey Terraced House,5,5,0,2050,Freehold,710000
9331,Teluk Kumbar,House,2-storey Terraced House,5,3,0,2300,Freehold,850000
9332,Gelugor,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,430000
9333,Batu Maung,House,3-storey Terraced House,5,5,0,3000,Freehold,1000000
9334,Georgetown,Commercial Property,Shop lot,0,0,0,6127,Freehold,4850000
9335,Sungai Nibong,House,Semi-Detached House,4,3,0,3950,Freehold,2500000
9336,Balik Pulau,Apartment / Condominium,Apartment,3,2,0,700,Freehold,188000
9337,Balik Pulau,Apartment / Condominium,Flat,3,2,0,624,Freehold,185000
9338,Balik Pulau,House,1-storey Terraced House,3,2,0,1200,Freehold,420000
9339,Ayer Itam,Commercial Property,Shop lot,0,0,0,23381,Freehold,2800000
9340,Butterworth,Apartment / Condominium,Apartment,4,2,1,1336,Freehold,430000
9341,Gelugor,Apartment / Condominium,Condominium,3,2,1,1000,Freehold,430000
9342,Sungai Nibong,House,2-storey Terraced House,4,3,0,2000,Freehold,1000000
9343,Kepala Batas,House,Terraced House,3,2,0,1540,Freehold,320000
9344,Kepala Batas,Land,Others,0,0,0,4338,Freehold,249000
9345,Tanjong Tokong,Apartment / Condominium,Service Residence,2,1,1,853,Freehold,800000
9346,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1200,Leasehold,580000
9347,Juru,Apartment / Condominium,Condominium,3,2,0,1426,Freehold,383000
9348,Greenlane,House,Semi-Detached House,4,3,0,3700,Freehold,1980000
9349,Gelugor,Apartment / Condominium,Apartment,3,2,2,700,Freehold,340000
9350,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1200,Freehold,638000
9351,Jelutong,Apartment / Condominium,Condominium,3,2,2,1200,Leasehold,550000
9352,Jelutong,Apartment / Condominium,Condominium,3,2,2,925,Leasehold,590000
9353,Bayan Lepas,Commercial Property,Office space,0,0,0,1600,Freehold,470000
9354,Bayan Lepas,Apartment / Condominium,Flat,3,2,1,700,Freehold,275000
9355,Sungai Nibong,House,2-storey Terraced House,4,3,0,2000,Freehold,1200000
9356,Bayan Lepas,Apartment / Condominium,Flat,3,2,1,700,Freehold,275000
9357,Bukit Mertajam,House,1-storey Terraced House,3,2,0,1200,Freehold,340000
9358,Bayan Baru,Apartment / Condominium,Condominium,3,2,2,1129,Leasehold,560000
9359,Gelugor,Apartment / Condominium,Condominium,4,5,3,2500,Freehold,1650000
9360,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,2,1476,Freehold,650000
9361,Sungai Ara,Apartment / Condominium,Condominium,3,2,0,850,Freehold,380000
9362,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1116,Freehold,570000
9363,Gelugor,Apartment / Condominium,Condominium,3,3,3,1701,Freehold,1930000
9364,Sungai Nibong,House,2-storey Terraced House,4,3,0,2000,Freehold,1200000
9365,Jelutong,Apartment / Condominium,Condominium,3,2,1,850,Freehold,394000
9366,Butterworth,Apartment / Condominium,Apartment,3,2,1,996,Freehold,330000
9367,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,3,1000,Freehold,698000
9368,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1180,Freehold,500000
9369,Gelugor,Apartment / Condominium,Condominium,3,2,0,1505,Freehold,750000
9370,Sungai Nibong,House,2-storey Terraced House,4,3,0,2000,Freehold,1200000
9371,Batu Uban,Apartment / Condominium,Condominium,3,2,0,1219,Freehold,850000
9372,Gelugor,Apartment / Condominium,Condominium,4,4,3,2314,Freehold,2000000
9373,Batu Maung,House,Semi-Detached House,4,3,0,2666,Freehold,1300000
9374,Sungai Ara,Apartment / Condominium,Condominium,3,2,1,850,Freehold,390000
9375,Georgetown,Apartment / Condominium,Apartment,3,2,0,650,Leasehold,200000
9376,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,800,Freehold,470000
9377,Ayer Itam,House,1-storey Terraced House,3,2,0,1200000,Freehold,1200000
9378,Jelutong,Apartment / Condominium,Condominium,3,2,1,900,Leasehold,320000
9379,Seberang Jaya,House,2-storey Terraced House,4,3,0,1200,Freehold,468000
9380,Sungai Ara,Apartment / Condominium,Apartment,3,2,2,850,Freehold,430000
9381,Georgetown,House,Terraced House,3,3,0,1800,Freehold,1200000
9382,Georgetown,Apartment / Condominium,Apartment,3,2,0,650,Leasehold,200000
9383,Tanjung Bungah,Apartment / Condominium,Condominium,4,3,1,2379,Freehold,1290000
9384,Bukit Tengah,House,Semi-Detached House,5,4,0,3174,Freehold,567000
9385,Nibong Tebal,House,2-storey Terraced House,4,3,0,1627,Freehold,505000
9386,Seberang Jaya,House,Semi-Detached House,3,2,0,1400,Leasehold,550000
9387,Gelugor,Apartment / Condominium,Condominium,3,3,3,1582,Freehold,1350000
9388,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1400,Freehold,598000
9389,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,2,1555,Freehold,500000
9390,Bayan Lepas,House,2.5-storey Terraced House,5,4,0,3000,Freehold,1600000
9391,Bayan Lepas,Apartment / Condominium,Service Residence,4,2,2,1572,Freehold,698000
9392,Bayan Lepas,Apartment / Condominium,Condominium,2,2,2,1011,Freehold,540000
9393,Ayer Itam,Apartment / Condominium,Apartment,3,2,2,1002,Freehold,420000
9394,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,650,Freehold,245000
9395,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,850,Freehold,455000
9396,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1050,Freehold,550000
9397,Sungai Nibong,House,2-storey Terraced House,4,3,0,1367,Freehold,796500
9398,Gelugor,Apartment / Condominium,Condominium,3,2,1,721,Freehold,288000
9399,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1050,Freehold,520000
9400,Georgetown,Commercial Property,Hotel / Resort,0,0,0,16500,Freehold,20000000
9401,Bayan Lepas,Apartment / Condominium,Service Residence,3,2,2,1465,Freehold,610000
9402,Bayan Baru,Apartment / Condominium,Condominium,2,1,1,680,Freehold,380000
9403,Bayan Lepas,Apartment / Condominium,Service Residence,3,2,2,1465,Freehold,610000
9404,Sungai Ara,Commercial Property,Shop lot,0,0,0,4200,Freehold,2500000
9405,Bayan Lepas,Apartment / Condominium,Condominium,4,4,2,1650,Freehold,750000
9406,Bayan Lepas,Apartment / Condominium,Condominium,3,3,1,1450,Freehold,630000
9407,Greenlane,House,Semi-Detached House,4,2,0,5200,Freehold,2300000
9408,Bukit Minyak,Commercial Property,Others,0,0,0,3200,Freehold,850000
9409,Sungai Ara,Commercial Property,Hotel / Resort,0,0,0,87120,Freehold,9800000
9410,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1372,Freehold,1020000
9411,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1047,Freehold,720000
9412,Batu Uban,Apartment / Condominium,Condominium,3,2,1,850,Freehold,314000
9413,Bayan Baru,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,470000
9414,Bayan Baru,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,480000
9415,Bayan Lepas,Apartment / Condominium,Condominium,4,2,2,1380,Freehold,640000
9416,Bayan Lepas,Apartment / Condominium,Condominium,4,2,2,1380,Freehold,550000
9417,Tanjong Tokong,Apartment / Condominium,Condominium,3,3,2,1450,Freehold,750000
9418,Sungai Ara,Apartment / Condominium,Apartment,3,2,0,750,Freehold,360000
9419,Bayan Lepas,Apartment / Condominium,Condominium,4,2,2,1380,Freehold,780000
9420,Bayan Lepas,Apartment / Condominium,Condominium,4,3,2,2100,Freehold,838000
9421,Simpang Ampat,House,1-storey Terraced House,3,2,0,1216,Freehold,370000
9422,Alma,House,2-storey Terraced House,4,3,0,1654,Freehold,540000
9423,Bukit Mertajam,House,3-storey Terraced House,5,4,0,3370,Freehold,790000
9424,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1400,Freehold,498000
9425,Bayan Lepas,Apartment / Condominium,Condominium,3,3,2,1450,Freehold,688000
9426,Bayan Lepas,Apartment / Condominium,Condominium,3,2,3,1630,Freehold,750000
9427,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1130,Freehold,520000
9428,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1130,Freehold,630000
9429,Bayan Lepas,Apartment / Condominium,Condominium,3,3,2,1300,Freehold,610000
9430,Georgetown,Apartment / Condominium,Flat,2,1,1,550,Leasehold,250000
9431,Ayer Itam,Apartment / Condominium,Flat,3,2,2,1002,Freehold,420000
9432,Greenlane,Apartment / Condominium,Condominium,3,2,2,860,Freehold,495000
9433,Greenlane,Apartment / Condominium,Condominium,3,2,1,860,Freehold,418000
9434,Bukit Minyak,House,Bungalow House,4,5,0,3406,Freehold,1500000
9435,Bukit Minyak,House,Semi-Detached House,4,4,0,2561,Freehold,1100000
9436,Sungai Ara,Apartment / Condominium,Apartment,3,1,0,650,Freehold,250000
9437,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,800,Freehold,190000
9438,Relau,Apartment / Condominium,Condominium,3,2,1,700,Freehold,270000
9439,Bayan Baru,House,2-storey Terraced House,3,2,0,1600,Freehold,599000
9440,Bayan Baru,House,2-storey Terraced House,3,2,0,1600,Freehold,599000
9441,Perai,Apartment / Condominium,Apartment,3,2,1,1100,Freehold,235000
9442,Batu Kawan,Apartment / Condominium,Condominium,1,2,2,500,Freehold,328000
9443,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1100,Freehold,520000
9444,Gelugor,House,Semi-Detached House,4,3,0,2400,Freehold,1700000
9445,Sungai Ara,House,3-storey Terraced House,5,4,0,3700,Freehold,1200000
9446,Gelugor,House,Semi-Detached House,4,3,0,2400,Freehold,1700000
9447,Georgetown,Apartment / Condominium,Condominium,3,2,1,1050,Freehold,550000
9448,Tanjong Tokong,Apartment / Condominium,Condominium,2,2,2,972,Freehold,680000
9449,Jelutong,Apartment / Condominium,Condominium,4,3,2,1281,Leasehold,730000
9450,Ayer Itam,Apartment / Condominium,Apartment,3,2,0,700,Freehold,360000
9451,Jelutong,Apartment / Condominium,Apartment,3,2,1,650,Freehold,350000
9452,Bayan Lepas,Commercial Property,Warehouse / Factory,0,0,0,3815,Freehold,3200000
9453,Tanjong Tokong,Commercial Property,Office space,0,0,0,777,Freehold,330000
9454,Georgetown,Commercial Property,Shop lot,0,0,0,2100,Freehold,1500000
9455,Georgetown,Commercial Property,Shop lot,0,0,0,1534,Freehold,1500000
9456,Batu Uban,Apartment / Condominium,Condominium,3,2,1,1000,Freehold,420000
9457,Georgetown,Commercial Property,Shop lot,0,0,0,5117,Freehold,6800000
9458,Gelugor,Apartment / Condominium,Condominium,4,3,3,2280,Freehold,2450000
9459,Gelugor,Apartment / Condominium,Apartment,3,2,1,680,Freehold,378000
9460,Bayan Lepas,Commercial Property,Warehouse / Factory,0,0,0,5119,Freehold,4200000
9461,Ayer Itam,Apartment / Condominium,Flat,2,1,1,700,Freehold,260000
9462,Georgetown,Apartment / Condominium,Service Residence,3,2,2,997,Freehold,1300000
9463,Jelutong,House,1-storey Terraced House,4,2,0,3885,Freehold,1480000
9464,Jelutong,House,1-storey Terraced House,4,2,0,3885,Freehold,1480000
9465,Simpang Ampat,Apartment / Condominium,Condominium,4,3,0,1480,Freehold,465000
9466,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1180,Freehold,550000
9467,Gelugor,House,2.5-storey Terraced House,5,4,0,3000,Freehold,1900000
9468,Jelutong,Apartment / Condominium,Apartment,3,2,1,800,Freehold,399000
9469,Gelugor,Apartment / Condominium,Condominium,3,3,2,1409,Freehold,1180000
9470,Bayan Lepas,Apartment / Condominium,Apartment,3,2,0,667,Freehold,288000
9471,Ayer Itam,Apartment / Condominium,Apartment,2,1,0,550,Freehold,143000
9472,Tanjong Tokong,Apartment / Condominium,Condominium,4,3,3,1450,Leasehold,1250000
9473,Greenlane,House,Semi-Detached House,6,4,0,3100,Freehold,2500000
9474,Tanjung Bungah,Apartment / Condominium,Condominium,4,3,0,1635,Freehold,1280000
9475,Nibong Tebal,House,1-storey Terraced House,3,2,0,1400,Freehold,350000
9476,Bukit Mertajam,House,Semi-Detached House,5,6,0,3734,Freehold,1300000
9477,Nibong Tebal,House,Terraced House,4,3,0,1860,Freehold,430000
9478,Nibong Tebal,House,1-storey Terraced House,3,2,0,1400,Freehold,350000
9479,Nibong Tebal,House,Terraced House,4,3,0,1860,Freehold,430000
9480,Georgetown,Apartment / Condominium,Condominium,3,2,1,1053,Freehold,680000
9481,Sungai Nibong,Commercial Property,Office space,0,0,0,1400,Freehold,520000
9482,Tanjong Tokong,Apartment / Condominium,Condominium,3,3,2,1450,Leasehold,820000
9483,Jelutong,Commercial Property,Shop lot,0,0,0,2850,Freehold,2200000
9484,Jelutong,House,2-storey Terraced House,5,4,0,3500,Freehold,2050000
9485,Batu Kawan,Commercial Property,Shop lot,0,0,0,6340,Freehold,4000000
9486,Batu Kawan,Commercial Property,Shop lot,0,0,0,3850,Freehold,2500000
9487,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Leasehold,288000
9488,Nibong Tebal,House,2-storey Terraced House,4,2,0,1600,Freehold,400000
9489,Georgetown,Commercial Property,Others,0,0,0,1100,Freehold,9000000
9490,Greenlane,House,2-storey Terraced House,4,2,0,2000,Freehold,1000000
9491,Alma,House,Semi-Detached House,4,3,0,6103,Freehold,978000
9492,Gelugor,House,Semi-Detached House,5,6,0,3403,Freehold,2300000
9493,Gelugor,House,Semi-Detached House,5,5,0,3400,Freehold,2130000
9494,Gelugor,House,Bungalow House,3,2,0,4243,Freehold,1250000
9495,Gelugor,House,Semi-Detached House,4,2,0,2358,Freehold,1100000
9496,Gelugor,House,Semi-Detached House,5,5,0,3400,Freehold,2100000
9497,Gelugor,House,Semi-Detached House,4,2,0,2358,Freehold,1100000
9498,Bukit Mertajam,House,Semi-Detached House,4,3,0,2400,Freehold,790000
9499,Greenlane,House,2-storey Terraced House,4,2,0,2000,Freehold,1380000
9500,Greenlane,House,2-storey Terraced House,4,2,0,2000,Freehold,1180000
9501,Jelutong,House,3-storey Terraced House,5,4,0,2880,Freehold,1700000
9502,Bertam,House,2-storey Terraced House,4,3,0,3111,Freehold,540000
9503,Tanjung Bungah,Apartment / Condominium,Condominium,3,2,2,1033,Freehold,535000
9504,Ayer Itam,Apartment / Condominium,Apartment,3,2,0,1100,Freehold,580000
9505,Greenlane,Apartment / Condominium,Apartment,3,2,1,800,Freehold,380000
9506,Relau,House,2-storey Terraced House,4,3,0,1330,Freehold,1150000
9507,Bayan Baru,House,2-storey Terraced House,4,3,0,2344,Freehold,1380000
9508,Gelugor,House,Bungalow House,5,5,0,13000,Freehold,4500000
9509,Gelugor,House,Bungalow House,5,5,0,13000,Freehold,4500000
9510,Gelugor,House,Semi-Detached House,5,2,0,2680,Freehold,1200000
9511,Gelugor,House,Bungalow House,5,5,0,13000,Freehold,4500000
9512,Gelugor,Apartment / Condominium,Condominium,3,2,2,1300,Freehold,670000
9513,Georgetown,Apartment / Condominium,Apartment,3,2,1,700,Freehold,360000
9514,Sungai Ara,House,3-storey Terraced House,5,4,0,2785,Freehold,1180000
9515,Gelugor,House,Semi-Detached House,6,5,0,4426,Freehold,1780000
9516,Bayan Baru,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,490000
9517,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,575000
9518,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1141,Freehold,1350000
9519,Alma,House,Semi-Detached House,4,3,0,3220,Freehold,880000
9520,Gelugor,Apartment / Condominium,Condominium,3,2,2,1505,Freehold,750000
9521,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,2,1200,Freehold,400000
9522,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1020,Freehold,785000
9523,Butterworth,House,Semi-Detached House,4,3,0,1950,Freehold,780000
9524,Sungai Ara,House,Semi-Detached House,6,4,0,4000,Freehold,2100000
9525,Sungai Ara,House,1-storey Terraced House,3,2,0,1600,Freehold,670000
9526,Sungai Ara,Apartment / Condominium,Condominium,3,2,3,1270,Freehold,750000
9527,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,750,Freehold,310000
9528,Gelugor,House,2-storey Terraced House,5,4,0,3910,Freehold,1750000
9529,Gelugor,House,Bungalow House,3,2,0,5916,Freehold,1600000
9530,Gelugor,House,Semi-Detached House,5,3,0,4122,Freehold,1600000
9531,Gelugor,House,Semi-Detached House,4,3,0,2667,Freehold,1680000
9532,Gelugor,House,Bungalow House,7,7,0,6545,Freehold,5000000
9533,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,2,1200,Freehold,410000
9534,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,2,1190,Freehold,560000
9535,Georgetown,House,2-storey Terraced House,4,2,0,2000,Freehold,1080000
9536,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,800,Leasehold,280000
9537,Ayer Itam,Apartment / Condominium,Apartment,3,2,2,1281,Leasehold,650000
9538,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,950,Freehold,930000
9539,Sungai Ara,House,3-storey Terraced House,5,5,0,3100,Freehold,1500000
9540,Jelutong,Apartment / Condominium,Apartment,3,2,0,700,Freehold,330000
9541,Greenlane,Apartment / Condominium,Condominium,3,2,0,950,Freehold,490000
9542,Simpang Ampat,House,Semi-Detached House,5,4,0,2894,Freehold,660000
9543,Juru,House,2-storey Terraced House,4,3,0,1400,Freehold,555000
9544,Perai,Apartment / Condominium,Condominium,4,2,1,1040,Freehold,350000
9545,Jelutong,Apartment / Condominium,Others,3,2,3,1036,Leasehold,890000
9546,Gelugor,House,Bungalow House,5,5,0,7438,Freehold,3500000
9547,Bayan Lepas,House,Semi-Detached House,6,5,0,4000,Freehold,3380000
9548,Greenlane,House,Semi-Detached House,4,3,0,2248,Freehold,1520000
9549,Tanjung Bungah,House,Semi-Detached House,5,1,0,3186,Freehold,1200000
9550,Tanjung Bungah,Apartment / Condominium,Condominium,3,2,2,1520,Freehold,930000
9551,Bayan Lepas,Apartment / Condominium,Apartment,2,1,1,500,Leasehold,160000
9552,Bayan Lepas,House,Bungalow House,5,6,0,3400,Freehold,3800000
9553,Butterworth,Commercial Property,Warehouse / Factory,0,0,0,2000,Freehold,1680000
9554,Relau,House,Semi-Detached House,3,3,0,3500,Freehold,1300000
9555,Bukit Mertajam,House,3.5-storey Terraced House,6,5,0,3770,Freehold,750000
9556,Bayan Lepas,Apartment / Condominium,Flat,2,1,0,500,Freehold,125000
9557,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1600,Freehold,615000
9558,Batu Uban,Apartment / Condominium,Condominium,2,1,2,760,Freehold,580000
9559,Penaga,House,Semi-Detached House,3,2,0,2626,Freehold,335000
9560,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1378,Freehold,580000
9561,Nibong Tebal,Land,Residential,0,0,0,0.32,Freehold,696000
9562,Bukit Mertajam,House,Semi-Detached House,2,1,0,4000,Freehold,400000
9563,Bukit Tengah,House,2-storey Terraced House,4,3,0,2626,Freehold,550000
9564,Juru,Apartment / Condominium,Condominium,3,3,2,1427,Freehold,690000
9565,Bukit Mertajam,House,2-storey Terraced House,4,3,0,3192,Freehold,1100000
9566,Georgetown,Land,Others,0,0,0,0.31,Freehold,13439463
9567,Simpang Ampat,Apartment / Condominium,Condominium,1,1,1,1375,Freehold,308000
9568,Simpang Ampat,Commercial Property,Shop lot,0,0,0,2055,Freehold,850000
9569,Simpang Ampat,Commercial Property,Shop lot,0,0,0,2055,Freehold,850000
9570,Perai,Apartment / Condominium,Condominium,3,2,1,960,Freehold,260000
9571,Sungai Jawi,House,1-storey Terraced House,3,1,0,1194,Freehold,245000
9572,Juru,Commercial Property,Warehouse / Factory,0,0,0,2400,Freehold,870000
9573,Bukit Mertajam,House,Bungalow House,5,3,0,3900,Freehold,1200000
9574,Alma,Commercial Property,Shop lot,0,0,0,1200,Freehold,520000
9575,Alma,House,2-storey Terraced House,4,3,0,1746,Freehold,530000
9576,Bukit Mertajam,Land,Residential,0,0,0,12000,Freehold,560000
9577,Seberang Jaya,House,2.5-storey Terraced House,6,4,0,3098,Freehold,970000
9578,Simpang Ampat,House,Semi-Detached House,4,3,0,2773,Freehold,680000
9579,Tasek Gelugor,Land,Agricultural,0,0,0,1.02,Leasehold,1300000
9580,Greenlane,House,2-storey Terraced House,4,2,0,1519,Freehold,1350000
9581,Gelugor,Apartment / Condominium,Apartment,3,2,1,680,Freehold,325000
9582,Greenlane,House,2-storey Terraced House,3,2,0,2300,Freehold,1277000
9583,Gelugor,House,Semi-Detached House,6,5,0,3600,Freehold,1690000
9584,Butterworth,House,2-storey Terraced House,4,3,0,2300,Freehold,660000
9585,Paya Terubong,Apartment / Condominium,Condominium,3,2,2,1366,Freehold,820000
9586,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,800,Freehold,470000
